SCI_SPTYPE,A0V,A1V,A3V,A5V,F0V,F2V,F5V,F8V,G0V,G2V,G5V,G8V,K0V,K2V,K5V,K7V,M0V,M2V,M5V,M6V,M9V
G5V,0.3945062108643097,0.40152350863273845,0.40997683790507916,0.41180208849047545,0.4118844481100021,0.4104267020757023,0.4056270352941689,0.2621226509958757,0.127159254356427,0.21822621192765035,0.0,0.2384595015529611,0.042022037104822385,0.2882186552837783,1.0205576446939641,0.9658526516834531,0.8040243181281637,0.7463423444710143,0.9881846085140704,1.710854943690203,1.8968262598029786
G2V,0.07998239999924903,0.08575726527435257,0.09301789576248373,0.09454722963646245,0.09462852467153993,0.09334577767649525,0.0892157426103196,0.005753773527682724,0.026974874186236997,0.0,0.21818646577012354,0.5500526950843588,0.3340938397074148,0.5967249551064417,1.2102047421029911,1.1637651773490423,1.028254669314685,0.9802006764327263,1.1822815056122684,1.817104188017375,1.987267500216425
G0V,0.16484311093553816,0.17160921439139726,0.17968565355019966,0.18150549489877,0.1814893831572029,0.18005913940819127,0.1753349850701447,0.054255960650874395,0.0,0.02700685294192747,0.12726462874445146,0.4602883265392542,0.2370776913658646,0.5098472326800334,1.1590039597217465,1.1103985915499923,0.9676101622497899,0.9169483405363409,1.129328553404937,1.787417806308806,1.9619908521022242
F8V,0.048538612814175576,0.05343524051308372,0.059849504874448706,0.06113409138188182,0.06125551781938872,0.06012011546129105,0.05653788688305773,0.0,0.054173565530201896,0.005751370999758159,0.26199853526881395,0.5894164310519051,0.3779033030477091,0.6348504318492627,1.2331024903151018,1.1876099703809535,1.0551961616667258,1.0082632961567313,1.2058706705167794,1.8304938312882264,1.9987113777442223
F5V,0.0010556564945004238,0.0006051234981632152,0.0003375286623942445,0.00033420662384350515,0.0001364311475550297,7.787376483604059e-05,0.0,0.05661540707693073,0.175312096997671,0.08929958539301779,0.4058361842063034,0.7087635520810632,0.5135923488946472,0.7514116004468098,1.3075201050744956,1.2649195168216312,1.1411141573068897,1.0974264620509082,1.2813019202195557,1.8741579242941282,2.0364246484993043
F2V,0.001407732834672276,0.0007474749462474458,0.00021862258804564708,0.00017076942190970016,8.41199277407405e-06,0.0,7.787751595270438e-05,0.06020476324086389,0.18004250401689958,0.09343692821465736,0.4106496496672449,0.7126590421521274,0.5180666219374133,0.7552120578650081,1.309974696907794,1.2674687599611845,1.1439415854599928,1.100355286697157,1.2837750979449927,1.8755997744279198,2.0376730441026187
F0V,0.0015474753946540173,0.0008216060304163872,0.0002065294747633317,0.0001464664357258551,0.0,8.412223477748605e-06,0.00013644145982041309,0.06134315380401602,0.18147650627415934,0.09472302408889358,0.4121148719138894,0.7138219134113565,0.5194088822956352,0.7563518381924007,1.3107271061417436,1.2682495869572046,1.1448026277448655,1.1012457903698476,1.2845251979638614,1.8760367234878856,2.038052721829212
A5V,0.0011588128713260523,0.0004640656212791838,1.8028401832501512e-05,0.0,0.0001464361411584143,0.00017073878359457852,0.00033416276711476954,0.06121010358603226,0.18146344926760433,0.09462472971322711,0.41197997972588385,0.7138127290471379,0.5193844704011938,0.7563082162134076,1.3105772261925488,1.2680993361683768,1.144689573953683,1.1011204955076987,1.2843343388562518,1.8758794102350467,2.037903803218567
A3V,0.0009432934122289326,0.00033694016974169925,0.0,1.8028130268413445e-05,0.00020648365097028387,0.0002185800751071319,0.00033747928932744835,0.05992324168347337,0.17964183333294106,0.09309308686402634,0.4101504183253208,0.7122695968759871,0.5176336933434355,0.7548146596792051,1.309636206050675,1.267116480977589,1.143594485852299,1.0999756155305158,1.2833305076807897,1.8752802613681157,2.037388604755859
A1V,0.000170108350888996,0.0,0.0003368199454025221,0.0004638930896194967,0.0008211310349160983,0.0007470632056442161,0.0006048191903267625,0.05348414820186643,0.1715188446645302,0.0858003930786809,0.40160555084758476,0.70560224870586,0.5099246160593084,0.7482351017930291,1.305146216785347,1.2624666100746575,1.1385381596196156,1.0947383702641587,1.2788130131290731,1.8725951587952927,2.035041704729182
A0V,0.0,0.00017008989068833773,0.0009428550045908323,0.0011582570786638098,0.0015464144814575584,0.0014068059493094788,0.00105501169065123,0.04857847984067284,0.16474145515103458,0.08001526179239865,0.39456050398306475,0.6998934457268391,0.5033785769592227,0.7426583563036482,1.3015195663992498,1.2587019476344643,1.1343874963729557,1.0904291630797847,1.2751087855028007,1.870409598098498,2.033147887049105
