SCI_SPTYPE,A0V,A1V,A3V,A5V,F0V,F2V,F5V,F8V,G0V,G2V,G5V,G8V,K0V,K2V,K5V,K7V,M0V,M2V,M5V,M6V,M9V
M9V,2.217774900741822,2.216900727474666,2.21479385939408,2.214663743982993,2.211008124672239,2.2108930508711246,2.2106871515688615,2.209715706817887,2.2090009983744814,2.2092622347179915,2.2095782543948688,2.206055247851527,2.2085527055543737,2.2052258209884075,2.1540131054068254,1.9802110932745876,1.8814498596794045,1.6095186880169507,0.9291082775476678,0.03984056843854048,0.0
M6V,2.1975107848919424,2.1966256238677935,2.1944857356902285,2.194351147923191,2.1906010086896095,2.1904817015100115,2.1902679870796242,2.189271979921303,2.188541078084059,2.1888075043758577,2.1891370243757327,2.185525625603889,2.1880849930640633,2.184675862312477,2.132271935437072,1.95452141982264,1.853230922602602,1.5733543133267347,0.8604959373358583,0.0,0.03981522499695772
M5V,1.9455646862268359,1.9444575139512155,1.9418241196948327,1.941636805065923,1.9367891760022466,1.9366281881107077,1.9363404689547252,1.9350610673802204,1.9341225923719265,1.9344568645796503,1.9349481389757093,1.930237281390002,1.9335653298741469,1.9291406448943644,1.8619174474868014,1.627290422953328,1.4882448314943455,1.0793487389297827,0.0,0.8614754070630793,0.929856361653235
M2V,1.48125616787423,1.4795789529888013,1.4756817537751687,1.4753692461495618,1.4678424122170184,1.46758373973138,1.467123591066911,1.4651537506369388,1.4637029852351546,1.4642073410286018,1.4650762588865112,1.457671908719411,1.4628865898530816,1.455966679911975,1.3511084797593467,0.9551763855233175,0.6952539215595563,0.0,1.0789857406453398,1.5741657250346475,1.6100135351257692
M0V,1.0826118403483707,1.0802810568851056,1.0752682030387164,1.0747023960163646,1.063349621801548,1.0629145838640381,1.0621465034232,1.059225540314174,1.057066467420783,1.0577607480557658,1.059545357055782,1.0480187634213132,1.0560602443578324,1.0454543181411506,0.8912894683297045,0.26321990463045697,0.0,0.6962393955726882,1.489181343338167,1.855498372181199,1.8833905795609571
K7V,0.8484967622738213,0.8457037150168896,0.839833128778385,0.8390979722640697,0.8250468952849764,0.8244913995271691,0.8235122040723888,0.8199192004988388,0.8172650482530454,0.81809770275341,0.8204764510019418,0.8061110207730529,0.8161069983683701,0.8029439067829541,0.6134924702039967,0.0,0.26283032666862505,0.9554868228292651,1.6272483683393415,1.9557679264460759,1.9811229939530266
K5V,0.20408405503360466,0.20056014448155512,0.19305688370306756,0.19192093109513922,0.17181712327536736,0.1709822861219642,0.169510307633535,0.16459785505422192,0.16107498806089487,0.16214049610780437,0.1656938819945004,0.14636499436515832,0.15967624048663936,0.14222756883711862,0.0,0.6111376786348923,0.8876440739874278,1.3481106122422415,1.8582096916100372,2.1297704080061703,2.1511634854813444
K2V,0.01435315836483795,0.01317348843527003,0.011087116868454795,0.010534776701551047,0.0038752136907877458,0.0035960021325896437,0.0031221731813874387,0.002021689215842566,0.0014255917350995788,0.0015682734989903224,0.002597323742679452,6.761519434839692e-05,0.00135504479096624,0.0,0.14213253331730066,0.7999353325727665,1.0412111731366327,1.4525189439802042,1.9249968312672454,2.1817463610016095,2.2019465656780386
K0V,0.007836724280160877,0.007036768484321621,0.0053134361248397405,0.004973170030574571,0.0009212904900479182,0.0007874253121972298,0.0005658443446875122,0.00012888935552989218,3.723875509302508e-05,7.201564633481888e-05,0.00021091432120297555,0.0008270047686903932,0.0,0.0013543354604566551,0.15950607743781203,0.8128855480403196,1.0515873516980663,1.4591948207911414,1.9291622767791172,2.1848910126830616,2.20500849158015
G8V,0.012652956913767499,0.011559847821339684,0.009592526578052308,0.009081180986059003,0.0029918146997232223,0.0027420289352451535,0.0023195828426255897,0.001364856918679434,0.0008796256887979824,0.0009959318767849977,0.0018544465285184582,0.0,0.0008273688708034181,6.760950583284967e-05,0.14625786968627535,0.8030665397775522,1.0437374312941943,1.4541846661261817,1.9260517538450657,2.1825536740203226,2.202733459925708
G5V,0.006159380955113734,0.0054938447900710966,0.0038099214484203906,0.003565622453722711,0.000528249392482646,0.000456785848519582,0.00034209260998667576,0.0001613834408509847,0.0002649547203499022,0.00026608739938921135,0.0,0.0018531221949790791,0.00021085609034277015,0.002595254473372499,0.16548303942892756,0.8171470401084282,1.054954734184897,1.4612570109598944,1.9304090879344946,2.185804047794018,2.20589480601689
G2V,0.006908049557563519,0.0061690621269063104,0.004794195529739341,0.0044318102022364815,0.0006685331882048158,0.0005402673756227028,0.0003351910038333766,3.154760857972806e-05,7.3552532617468386e-06,0.0,0.00026617737532916037,0.000995555322373967,7.202011170121599e-05,0.0015675497266819385,0.16197609638613333,0.8148948082150691,1.0533099729997717,1.4605427933272161,1.9300837434494633,2.185644471742318,2.205749005933653
